comment,replies,user_name,date
Que lindos se ven todos 😌,[],@bangtanstarsv7,2024-05-23T19:46:35Z
He died😢😢,[],@colinoakley-lu2kb,2024-05-23T19:24:57Z
1967/2,[],@satan1108,2024-05-23T19:17:22Z
Paul MC carntey and Ringo straa I know this because I haved learn about the Beatles and put the sons on I love the Beatles and did a poster,[],@user-ii1fw9mq5h,2024-05-23T17:40:18Z
Who’s here 2030,[],@pooker1574,2024-05-23T15:03:21Z
"Quién oyendo esto en Venezuela?? 2024

❤",[],@diego-nr1ys,2024-05-23T12:00:42Z
Difinity more greatest than Jesús JAJAJAJAJA,[],@sergiomendoza5531,2024-05-23T02:10:36Z
Un Mundo sin The beatles y Queen es imposible tendría vivir sin vida!!!!,[],@MotivaHabla,2024-05-23T01:14:06Z
"Hearing this in 24, ELVIS IS PASTOR BOB JOYCE",[],@sonixghost2066,2024-05-22T23:01:15Z
様子を見ていたらどのような女性かが分かってしまうような😢😢😢😢😢😢😢😢😢😢😢,[],@user-gt6ug2lq1k,2024-05-22T22:50:04Z
分かっていたような😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,[],@user-gt6ug2lq1k,2024-05-22T22:48:50Z
One of the most original pop songs ever. Nothing to match it!,[],@jamesterminiello8763,2024-05-22T01:06:27Z
W,[],@kaycee4649,2024-05-21T22:33:28Z
Un poco di tristezza nel video si vede che i tempi sono cambiati i favolosi quattro non sono più quelli di qualche anno addietro,[],@marianopietrangeli9217,2024-05-21T13:27:05Z
This song should have been included in the Pepper album together with Strawberry Fields,"[""i made my own sgt pepper cd and included those 2 songs on it as well as only a northern song, it's all too much, baby you're a rich man and all you need is love.""]",@edwinduclayan62,2024-05-21T13:14:48Z
John,[],@pia7063,2024-05-21T08:57:20Z
finger pies 😁,[],@macc_azarraga_ama,2024-05-21T08:22:11Z
Masterpiece.,[],@olivierdurandberenguer5455,2024-05-20T15:42:36Z
Who’s here in 2100,"['More like 3333...', '1547', 'Someone no doubt will.  Their kids will love it.']",@davidc3504,2024-05-20T14:49:06Z
"Damn, they're all so English",[],@19pedrocesar,2024-05-20T14:22:38Z
Whos here in 2025,[],@user-bt2cr6kb4h,2024-05-20T13:35:41Z
This album and wear your love like heaven always take me back there.,[],@GeorgeConwell,2024-05-20T06:07:19Z
Natum,[],@robinwitt2680,2024-05-19T16:13:12Z
Me,[],@robinwitt2680,2024-05-19T16:12:59Z
Beatles were years ahead in comparison with other artists of the same time. This song was from 1967 and it looks and sounds (even the drums were modern) like early  80s song!,[],@arsenjaho8069,2024-05-19T14:41:44Z
2024 team🎉👇🏻,[],@anastasialebanidze4342,2024-05-19T07:14:25Z
2024❤,[],@ClaraTaylorM0301,2024-05-18T20:13:47Z
They look terrible in this film,"['i dont really care how they look, looks have nothing to do with music, i like them because of their music, not their looks.']",@karenkelley1297,2024-05-17T19:58:27Z
"This does not seam to be a reference to the girl from Almost Famous.  I remember alternate lyrics, which sounds like a broken record, but I remember it reading like it was about John Lenon's daughter.  It also appears to be a street in London.",[],@danielnewhouse5044,2024-05-16T21:56:47Z
Who's here in 1967?,"['❤me', 'High School graduation.']",@RoofWithAFloor,2024-05-16T13:07:05Z
What a sport,[],@matthewanderson490,2024-05-16T06:05:50Z
https://youtu.be/Cd7xPuVZDgo,[],@English19907,2024-05-15T21:21:57Z
"I , said the Frank 😊",[],@frankbauman2362,2024-05-15T19:04:56Z
"Peace & Life Everlasting with Jesus ❤️
Pray for guidance and wait Patiently ❤️",[],@larrykav,2024-05-15T15:28:07Z
Pure joy!,[],@BuildDeets,2024-05-15T12:43:33Z
"And though she feels as if she’s in a play, she is anyway",[],@dudemang9869,2024-05-15T02:42:03Z
"Why anyone ever doubted Ringo's skills I don't know. 
I don't think anyone else would have the creativity to come up with a very simple but very different drum part.",[],@craiglewis6145,2024-05-14T19:37:52Z
"As a tourist to Liverpool, how do I get to Penny Lane?",[],@sl7864,2024-05-14T15:13:29Z
Anyone know what type of camera and film this was shot on?,[],@noahxkahlil,2024-05-13T02:18:49Z
"Meeeeeeeee!
Great song John !",[],@josephsiano5447,2024-05-12T21:28:55Z
Whos here in 2024,"['Fresh after watching the most recent ""Doctor Who"" (abomination of an) episode... they did the Fab 4 SO dirty! Butchering 2 1960s English icons at once.']",@sleepinghighwaytrilogy6038,2024-05-12T15:18:01Z
I miss John & George,[],@DavidHames-vv8ie,2024-05-12T15:05:16Z
"Lyrics:
In Penny Lane, there is a barber showing photographs
Of every head he's had the pleasure to know
And all the people that come and go
Stop and say hello
On the corner is a banker with a motorcar
And little children laugh at him behind his back
And the banker never wears a mac in the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
Wet beneath the blue suburban skies
I sit and meanwhile back in
Penny Lane, there is a fireman with an hourglass
And in his pocket is a portrait of the Queen
He likes to keep his fire engine clean
It's a clean machine
Penny Lane, is in my ears and in my eyes
A four of fish and finger pies
In summer, meanwhile back
Behind the shelter in the middle of a roundabout
A pretty nurse is selling poppies from a tray
And though she feels as if she's in a play
She is anyway
Penny Lane, the barber shaves another customer
We see the banker sitting waiting for a trim
And then, the fireman rushes in from the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit and meanwhile back
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
Penny Lane",[],@florencepi6232,2024-05-12T10:27:53Z
Great song by The Beatles!!!,[],@nickabbatiello828,2024-05-11T21:04:05Z
Reminds me of when i had my elgs chopped off,['update: my elgs grew back'],@ellie-nq6uu,2024-05-11T19:00:19Z
Loveeeeee this song 爱它,[],@amymerton894,2024-05-11T15:11:29Z
Orgy in the end?,[],@user-xk2zy3ng1o,2024-05-11T07:15:06Z
"For me, Paul is the star. I never connected with Lennon at all. Overrated, for me",[],@barrysmith7710,2024-05-10T21:45:10Z
"that piano is unbelievably emotional and poignant, takes me right back to being a kid in the 60s",[],@barrysmith7710,2024-05-10T21:41:28Z
Das wollte ich uns noch gönne👠🎼🎵🎶🎶🐞👩‍❤‍👨💃🕺n,[],@hans-gunterpauls7276,2024-05-10T18:24:40Z
Your rilly butefull kat babes from owen ❤❤❤,[],@Chalky1mil757,2024-05-10T13:26:15Z
Yea kat babes nadty idiet Chris wont be messing with u ever again he terrified of me from owen ❤,[],@Chalky1mil757,2024-05-10T13:25:21Z
Yea Chris is rilly scared of owen everytime Chris comes into my my living room Chris walks out like scared look on his face from clay ❤,[],@Chalky1mil757,2024-05-10T13:24:08Z
Mean scared of my owen,[],@Chalky1mil757,2024-05-10T13:22:21Z
I woundert of been Chris babe owen sorted him out and Chris scared of owen now cos he nows he means business cos he nows owen fancies u Chris dont like u or owen u and owen dont like him from clay ❤❤,[],@Chalky1mil757,2024-05-10T13:21:34Z
So it went that idiet Chris in my dreams clay only like owen not him from kat ❤,[],@Chalky1mil757,2024-05-10T13:19:21Z
You are so buttefull  kat babes from owen ❤❤❤,[],@Chalky1mil757,2024-05-10T13:18:38Z
Cos he nows I mean business kat babes from owen it's ok he cant get near u he he scared of me idiet Chris dont like us we dont like him from owen ❤❤❤,[],@Chalky1mil757,2024-05-10T13:17:58Z
Why,[],@Chalky1mil757,2024-05-10T13:16:19Z
Kat babes promise idiet Chris wont be upsetting g u ever again he is scared of me rilly scared from owen ❤❤❤,[],@Chalky1mil757,2024-05-10T13:16:00Z
As a Scouser ex-pat in the USA - I'm crying my eyes out..This is my generation at it's best.,[],@marilynjohnson1062,2024-05-10T00:39:02Z
My 10 year old cat's name. I sang it to her on our first night and she still recognizes it.,[],@joyceaijala395,2024-05-09T20:40:00Z
Quien está 2024 escuchando esta joya,[],@cesargavilanes3732,2024-05-09T19:33:25Z
YouTube is the closest thing to a time machine. 😉,[],@user-xg4td3gg7e,2024-05-09T17:27:29Z
Is that Mal Evans at about 2:30 carrying one of the guitars?,[],@marksamson7058,2024-05-08T20:04:06Z
The way Ringo gets off the horse 😂,[],@livkatrinzimny,2024-05-08T18:33:32Z
"I am not British but i want to say, that time Britain looked real British then today.",[],@PrakashMistry-xm8bq,2024-05-08T01:54:52Z
Long live the Beatles 😅😅😅😅😅,[],@JulieAnderocci,2024-05-07T21:15:44Z
John 2:44,[],@dtsandbus3486,2024-05-06T21:23:11Z
Без Битлз мир был бы беднее и темнее,[],@user-of8nw5oz3y,2024-05-06T15:56:46Z
Еакая чистая и с какой любовью исполнена,[],@user-of8nw5oz3y,2024-05-06T15:54:48Z
"Still scintillating, gorgeous, lovely.",[],@markwoldin162,2024-05-06T15:35:49Z
Este video clip me encanta,[],@perroxd9199,2024-05-06T07:39:17Z
0:42 Grove Street XD,[],@Jaws-xg3jn,2024-05-06T00:02:18Z
Magical Mystery Tour has always been one of their most underrated albums. Has so many bangers like this one. Beatles Forever!,[],@GavinLeBlonsky,2024-05-05T14:42:15Z
❤❤😊,[],@AntonyHetnu,2024-05-05T13:55:41Z
I HAVE TO PLAY THIS ON THE VIOLIN AND NORVEGIAN WOOD AND SOMETHING HELPPP 😂,[],@sabla3766,2024-05-05T11:19:32Z
Only 60 years of joy.,[],@kenneths.perlman1112,2024-05-05T06:40:49Z
George jumps off the dark horse,[],@frankbarnwell____,2024-05-05T02:32:10Z
Love this one,[],@cferrer81,2024-05-04T23:17:18Z
charlie of penny lane,[],@myyoutube887,2024-05-04T00:14:10Z
Fire Trump with his Mac,[],@myyoutube887,2024-05-04T00:12:54Z
martin of charles?,[],@myyoutube887,2024-05-04T00:11:48Z
chi town today?,[],@myyoutube887,2024-05-04T00:11:12Z
Whos here in 2025,[],@AxelRobertoArreolaGonzalez,2024-05-02T22:37:33Z
.,[],@thanapatchorsuwan2019,2024-05-02T16:31:35Z
"Quanto caos num vídeo só KKKKKKKKK 
Amo demais esses moços senhores !! 💚",[],@ahamaniaca,2024-05-02T13:47:38Z
Me,[],@gerardmcbryde3156,2024-05-01T23:18:26Z
2 minutes of beauty,[],@teddyrondinelli7047,2024-05-01T22:32:09Z
For the first time i heard Penny Lane for a long time when i was 15 since December 2017 and i saw that mv on myx channel is the owner of abs cbn and tfc when i was 15 in july 2017,[],@charlesleonor04,2024-05-01T11:47:46Z
I named my new cat Penny,[],@lorna8164,2024-05-01T03:46:46Z
Beatles is eternal in the music history.,[],@user-od5kc4tf7m,2024-04-30T17:47:13Z
"The Beatles marked a genaration and their legacy still is prominent even all these years since their last song. we will never froget you, you bloodie geniuses!!!",[],@stevelagun7515,2024-04-30T04:12:08Z
"The Beatles are legends and no one will forget John, Paul, George, and Ringo",[],@mariaverity7343,2024-04-30T01:23:05Z
It just doesn't get any better than this !!!,[],@jimpalmer792,2024-04-30T00:49:17Z
❤,[],@colmfinnegan5477,2024-04-29T21:40:26Z
もう止めて貰っても宜しいでしょうか❔,[],@user-gt6ug2lq1k,2024-04-29T19:42:14Z
"全てあなたの責任です。
全てあなたのせいです。
だから光✴️にお願いをしていますから。
産まれてくるのも自分の意志で選択が出来るようにしてくださいと光✴️にお願いをしています😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢産まれて来るのを拒否出来るようにして下さいと光✴️にお願いをしています。",[],@user-gt6ug2lq1k,2024-04-29T19:41:46Z
"It's amazing to think, in 2024, that John Lennon has now been dead longer than he was alive.","[""That's a morbid thought.""]",@Lava1964,2024-04-29T02:32:45Z
"The inventors of the music video. Forget Queen, forget MJ. The 4 coolest dudes in history who made the best band ever did it all first. There is no one that can convince me that this isn't the best group the world has ever and will ever see.",[],@cezarameye1919,2024-04-28T20:08:57Z
❤,[],@traceycordt738,2024-04-28T19:29:34Z
"Em không là gió, em không là cây",[],@tuanhungle521,2024-04-28T09:01:31Z
"In Penny Lane, there is a barber showing photographs
Of every head he's had the pleasure to know
And all the people that come and go
Stop and say hello
On the corner is a banker with a motorcar
And little children laugh at him behind his back
And the banker never wears a mac in the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
Wet beneath the blue suburban skies
I sit and meanwhile back in
Penny Lane, there is a fireman with an hourglass
And in his pocket is a portrait of the Queen
He likes to keep his fire engine clean
It's a clean machine
Penny Lane, is in my ears and in my eyes
A four of fish and finger pies
In summer, meanwhile back
Behind the shelter in the middle of a roundabout
A pretty nurse is selling poppies from a tray
And though she feels as if she's in a play
She is anyway
Penny Lane, the barber shaves another customer
We see the banker sitting waiting for a trim
And then, the fireman rushes in from the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit and meanwhile back
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
Penny Lane",[],@fernandabologna6400,2024-04-27T22:29:38Z
I am,[],@syedshah7510,2024-04-27T21:29:26Z
The Beatles grew up so quick! They experienced more in their short career as Beatles than we will in our entire lifetime,[],@mikewa2,2024-04-27T21:03:25Z
Aliens. All I'm saying,[],@Thelavendel,2024-04-27T05:47:46Z
"Cette chanson , je la connais bien ...je connais parfaitement son histoire...😊 !",[],@jeanmarieferger5818,2024-04-27T00:31:28Z
"1:09 Thumbs up for Trumpeter David Mason.
2 April 1926 - 29 April 2011 RIP 😢",[],@BrittneyCooper-yb3td,2024-04-26T16:48:23Z
I’m just thankful that in the entire history of earth and the development of the human race that I was fortunate enough to be around at the SAME TIME as the Beatles 👍✌️👍,[],@vincentpintus3817,2024-04-26T16:15:03Z
"こうして戦争は始まります。
あまりにも聞き分けのない方々の身勝手な行為をいつまでも改めないから😢😢😢😢😢😢😢このようにして戦争は始まります。
大人達のあまりにも身勝手な行動で多くの子供たちの命が奪われます。",[],@user-gt6ug2lq1k,2024-04-26T13:33:15Z
I'm and always will be. I just love the Beatles and I will love them for eternity 🙏,[],@rheailiarome2287,2024-04-26T08:53:38Z
Finns det Fler Ord att Skriva Om dem.. Det Mesta står nog redan Skrivet här 😉😃🤗🇸🇪,[],@Lyckosam,2024-04-26T02:36:29Z
I’m still listening to my favorite Beatles song Penny Lane in 2024 😍❤️❤️🎵,['Same'],@andreagomez5823,2024-04-25T23:45:56Z
I would like to see the entire video of John walking and see how many people notice that a Beatle is walking by.,[],@ChucksAstrophotography,2024-04-25T00:30:55Z
A classic ❤❤❤,[],@Raf_J1,2024-04-24T02:16:00Z
"""Penny Lane,"" @thebeatles
https://youtu.be/S-rB0pHI9fU?si=M3N9AYU2BSqIZo04 #SongOfTheNight2 #SOTN2 #PennyLane #TheBeatles",[],@nityarawal7598,2024-04-24T00:06:12Z
"""Paparazzi,"" @ladygaga
https://youtu.be/d2smz_1L2_0?si=D4kSR0xJEYWeE1bZ #SongOfTheNight1 #SOTN1 #LadyGaga #Paparazzi #Recycling #Goddesses #4BillionMothersStrong #50ShadesOfGold #Cybermoms #Tea #Peace",[],@nityarawal7598,2024-04-24T00:05:04Z
Fotos werden alt und vergilben. Wie Super 8,[],@user-en8qd8lu9v,2024-04-23T18:40:11Z
Greatest of all time.❤❤❤❤,[],@johnosborne2989,2024-04-23T11:45:44Z
"家の中がずっと丸見えとかそんな変体みたいな😢😢😢😢😢😢うちの母親は覗きが大好きだから。
いつもまわりを覗いてばかり。そういうのは止めなさいといくら言っても覗きが大好きな人達は気味が悪いから😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢",[],@user-gt6ug2lq1k,2024-04-22T18:53:04Z
"So es lässigs liad, beatles eifach top!
Isch öpper vur Schwiz do?",[],@user71773,2024-04-22T11:32:12Z
Gives me goose pimples.,[],@janefrancis2321,2024-04-22T09:39:53Z
"Lovely 
❤",[],@earlmcpherson6913,2024-04-20T12:57:54Z
2024 Jupiter conjunct with Uranus in Taurus New Moo🌚n April 20th 2024,[],@LML350,2024-04-20T06:27:43Z
¡Beatles always!.,[],@Pablo.diano1,2024-04-20T03:50:55Z
Amazing band and still relevant,[],@beautifulstranger5628,2024-04-19T10:04:45Z
2:11 RINGO 😭😭,[],@Genta433,2024-04-18T15:24:49Z
🖤🖤🖤🖤,[],@nicole_graciano,2024-04-18T10:58:10Z
"Magique, magnifique sublime inoubliable ❤",[],@pascalvignier5230,2024-04-18T07:46:49Z
Always think John looked older than what he was,[],@smallbluedot,2024-04-17T22:51:02Z
"Какие замечательные у них мелодии, можно слушать и без слов.",[],@Archy-lr7ef,2024-04-17T17:29:42Z
❤❤😊😊,[],@luigimosre,2024-04-15T23:14:33Z
"A classic. 50 years old ! As a tribute to the Beatles i made a short sketch, if you Beatles fans want to see it?  Thumb this up so others can see it too, then simply just type in the following title to see it..............Beatles sketch with snippets",[],@justmadeit2,2024-04-15T21:09:33Z
The barber shaves anuvah COOSTOMAH,['Well said.'],@catholicmilitantUSA,2024-04-14T18:25:10Z
❤ Penny Lane...... shows das,[],@SeverinoLimaLima,2024-04-14T14:24:00Z
To English natatile mars,[],@lawrencesmith7009,2024-04-13T23:10:20Z
"""Penny Lane"" is a song about Liverpool, the simplicity of it all. A friend of mine is from there. She says it hasn't changed much at all.",[],@gwynnielsen5081,2024-04-12T23:35:31Z
"ah 
and here we have the recession theme song 😂",[],@DaggerXP,2024-04-12T12:45:17Z
The glasses that John puts on at 0:28 seconds used to belong to Brain Epstein ♥️ Who had just recently passed away.,[],@halfwolf66,2024-04-12T09:00:41Z
George on the black horse of course,[],@joevarley3633,2024-04-11T21:34:41Z
"So what are the Beatles planning to do now that you’ve disbanded?
George, “I’m going back to England where I’m gonna smoke a whole bunch of cigarettes.”
John, “I’m gonna go back to New York and stand outside me building”","['paul in 1966, ""I\'m going to cross a road without checking if any cars are passing through""']",@UncleRosie,2024-04-10T18:27:44Z
A precursor to wings,[],@mattmiller8001,2024-04-10T07:03:44Z
"Sir Paul McCartney Sir is such an important person, the Beatles are outstanding they rock the Universe always, of course. 
All of the Beatles are fun loving peoples always, but Paul is such a special person regarding it, about being such a little kid on the inside, always. 
Paul is our hero Class, always man. What a great attitude, if the entire Universe is not happy & having fun, Paul is not happy.😂 
What a perfect example for all peoples of being a kid on the inside, always.
Paul can be easily compared to a cartoon, the endless Bugs Bunny type that never runs out of one liners & comedy antics.
He’s just very innocuous & has great positive energy & influence on all always. 
I’d say thanks for their music for all eternity, but that would be mentioning something that’s likely best left unmentioned it’s so priceless & good for all always, Sir.
Good work & music that kept me & my brothers company all through childhood, always.
❤️🎼📀🌈🔒🔐🇬🇧🏳️",[],@1sirgrandmastermrkingrober216,2024-04-09T09:47:31Z
"Imagine seeing John hanging out in the street normally 

It's penny lane",[],@Iamyourenergyy,2024-04-09T01:36:52Z
"This song reminds me of a time that seems more innocent, in its whimsical and retrospective poeticism.",[],@beautyandtruth7402,2024-04-08T18:33:29Z
Literally the most British song ever recorded,[],@slak96u,2024-04-07T18:43:11Z
John’s face says it all 😂😂😂,[],@Wandering4dayz,2024-04-07T17:23:57Z
The Beatles are my favorite group,[],@rogerreynolds956,2024-04-07T14:11:09Z
"Honestly, it's just fucking magic",[],@adoredtv,2024-04-07T00:08:22Z
"Of every head he's had the pleasure to know
And all the people that come and go
Stop and say hello
On the corner is a banker with a motorcar
And little children laugh at him behind his back
And the banker never wears a mac in the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
Wet beneath the blue suburban skies
I sit and meanwhile back in
Penny Lane, there is a fireman with an hourglass
And in his pocket is a portrait of the Queen
He likes to keep his fire engine clean
It's a clean machine
Penny Lane, is in my ears and in my eyes
A four of fish and finger pies
In summer, meanwhile back
Behind the shelter in the middle of a roundabout
A pretty nurse is selling poppies from a tray
And though she feels as if she's in a play
She is anyway
Penny Lane, the barber shaves another customer
We see the banker sitting waiting for a trim
And then, the fireman rushes in from the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit and meanwhile back
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
Penny Lane",[],@olhalucas,2024-04-06T10:36:41Z
I wore my walkman out w the blue doulbe disc of their greatest hits this one always was great.,[],@ClaytonReutter,2024-04-05T19:45:40Z
Maravillosos e inolvidables❤❤❤❤❤❤,[],@Flordeliz603,2024-04-05T16:02:51Z
Wow❤❤❤❤❤❤❤❤❤❤❤,[],@Flordeliz603,2024-04-05T15:56:21Z
What an avante garde music video. These guys were fucking ahead of their time.,[],@Canadaismybitch,2024-04-03T21:05:22Z
この曲で🎤歌われている、場所に一度に良いから行ってみたい（私が死ぬ前に）❤❤❤🎉🎉,[],@user-dx8po8hu2y,2024-04-03T01:45:27Z
"Billy almost placed the bass in his right hand, close call there Bill!",[],@velvetpilot2008,2024-04-02T21:55:37Z
I don't speak a lick of English,[],@JaysonTripp-cq5be,2024-04-02T00:15:47Z
"Interesting. This is Paul McCartney's song, yet John Lennon seems to be the protagonist of the video ...","['Same un Starwberry Fields Forever', '@@RuiXZ Wrong, Paul is the protagonist on the Strawberry Fields video, yet it is a John Lennon song.']",@noneofyoubusiness4895,2024-03-30T18:01:20Z
"Imagine you are out shopping on the street, and you see The Beatles walk by. How crazy would that be?",[],@DSensitize,2024-03-30T07:19:38Z
"I envy you boys and girls from Penny Lane, Liverpool :) Greetings from Slovenia",[],@sirnimesni,2024-03-29T18:47:45Z
"1:36 I love the movement that Ringo makes with his head, he looks like that person who goes to a party and tries to fit in 😂😂",[],@leonardolima1199,2024-03-28T04:04:14Z
George had the Dark Horse!,[],@SMJLPMGHRS,2024-03-28T02:04:52Z
"Nothing man ..just  enjoy  beatles  
Be thankful..it's still in ur tube",[],@phalgunar6753,2024-03-28T01:46:22Z
"Yesterday's Britain, a better Britain",[],@nickcurran3105,2024-03-27T23:46:37Z
I live near penny lane but the song is actually based on rose lane but its close enough i guess lol 💀,[],@RadoWave,2024-03-27T21:39:27Z
"Ironically, the video right after this was Nine Inch Nails, Every Day is exactly the same.Talk about whiplash!",[],@supadupahilton6848,2024-03-27T16:52:19Z
God bless you John wherever you are now 😌,[],@t34_guy90,2024-03-27T01:21:38Z
https://youtu.be/CgT4uNqo-GE?si=H_EaE3EUm7Bw0oB1 .,[],@kuehnel16,2024-03-26T01:13:45Z
"These guys were kind to everyone not trying evoke some Satanic thing like the PUKE Rolling Stones.   So what? They did some drugs.   Are even the least among us who try to be ""legit"" subject to a little cannabis?   People's control is STUPID.  I come from Generation X.   We see the folly of the Baby Boomers & the Gen Z/millennials are TOO loose.   These are 4 non-boomers who thought like Gen X.   We know whats up.",[],@seanhunter4297,2024-03-25T06:41:28Z
I love this in 2024.  These guys were fabulous.  The Rolling Stones SUCK,['Agree'],@seanhunter4297,2024-03-25T06:39:15Z
linda melodia letra no muy buena,[],@abelricardofernandez7472,2024-03-25T02:07:50Z
Mason's piccolo trumpet on this is simply epic.,[],@KarlKrogmann,2024-03-24T23:51:50Z
❤❤❤😊😊,[],@ElenaMaelio-zo6zi,2024-03-24T23:50:50Z
❤03. 24.2024❤,[],@More-misley,2024-03-24T08:11:23Z
It's one of my favourite Beatles songs.,[],@susansweeney1069,2024-03-23T12:03:35Z
Penny Lane has so many key changes but paul makes it sound soo seemless that you wouldn't even notice. Flowing into other like butter,[],@sally-cinnamon,2024-03-23T03:25:24Z
"Their songs are all timeless and have the Magical Abilities to take you back to the best times of your life, once in a lifetime talent and Presence",[],@jerryhoward8133,2024-03-21T19:32:36Z
Great riders to be fair!,[],@lawrencebacchetta6979,2024-03-20T18:01:13Z
"A soul classic, I remember of 🎉x",[],@user-wy1fu1by2s,2024-03-20T06:51:37Z
😂,[],@user-wy1fu1by2s,2024-03-20T06:50:57Z
"Hello, Billy!",[],@matthewhanhauser5993,2024-03-19T19:29:02Z
I said it before Paul plays a beautiful BASS,[],@LokiNorse2011,2024-03-17T17:40:22Z
❤❤😊😊😊,[],@Walterij4ij2ku3h,2024-03-17T12:24:43Z
At 1:47. Used to have pizzas there  in that old bus/tram terminus. The pizzas were named after Beatles songs. I used to like the octopus’s garden. Used to live just down the road in Calton  avenue . There was a great run-down pub up the road -something towers.,['The  pizza place was named Sergeant Peppers. Very apt.'],@Sailfire1,2024-03-17T05:00:37Z
2024--->,[],@rustamshangaraev,2024-03-17T01:36:03Z
"Jenius murni mutlak ...lagu the beatles, emang aura dlm diri the beatles gak akan yg nandingi...",[],@arnoldjunaedi3209,2024-03-15T01:44:14Z
"Bang lennon paling keren dlm sejarah the beatles , gaya bang lennon kagak prnh mati dimakan waktu...😅Lucu, maskulin kagak nakutin, elegan ,unik ..no rasis bang Lennon iki...",[],@arnoldjunaedi3209,2024-03-15T01:38:50Z
stop and say hello...,[],@joemoe1739,2024-03-15T00:19:37Z
"Эти четверо Ливерпульцев создали столько шедевров музыкальных ,что другим никогда даже близко не приблизиться к ним.",[],@user-nx4qt1um1c,2024-03-14T09:42:43Z
this was my nans favourite song so  so this is always a great song t o here when i  think of her,[],@VXERTRAI,2024-03-13T19:05:47Z
Exposorein,[],@deepfryer8432,2024-03-13T05:28:23Z
"I ain't the biggest beatles fan but i love this song, it's like hearing a chorus of angels",[],@slothstudiosfacundobenitez9749,2024-03-12T09:44:24Z
I Love This sog. I am poland,[],@teofilgolus3117,2024-03-12T08:02:25Z
"El señor de la trompeta está inmenso, es todo un virtuoso.",[],@josefinamotasegura8700,2024-03-11T22:12:40Z
Que música tan bonita,[],@user-jk8ji4qi2t,2024-03-11T03:14:32Z
Jhfdfgholcinbujolhinimogfedyimmlhib r rduimpnniuismloisiniyimlodimohfsdumouimlohinhhmootdsdloidioidigrhoniyemadyloydidehicspilloidiyesslodiomsrmuyioiidihesmunkuidilluonbuifedhgsnnhujiuimloidiuedgrklmlkllmyinooisihniuimlnidonoyioiddingyuinnirmohnmllodiuimloidi,[],@joseflores.1355,2024-03-11T00:35:34Z
❤❤the beatles ❤❤,[],@luizxavier7279,2024-03-10T21:25:44Z
I got called old for listening to this-😭😔,['Very strange'],@Yum-stars,2024-03-10T19:31:57Z
,[],@rainertrebbin-vf7nt,2024-03-10T11:19:56Z
I always feel like crying when I hear Beatles songs I don’t know why just beautiful memories 😢 u just have to be around back then to understand.,"['COULD IT BE LIFE WAS SO SIMPLE THEN OR HAS TIME REWRITTEN EVERY LINE MY GENERATION THANKS', '@@trevorpettingill4871 Just pure times, there were nothing like that. Now days everybody doing what’s been done already']",@spank2424,2024-03-10T04:46:17Z
John Lennon looks so cool,[],@Ricardo-ob2fu,2024-03-10T03:24:58Z
"I was 16 on a cold November night when I heard on my car radio about a band called The Beatles doing a song called ""She Loves You"" sweeping the UK.  A few months later they appeared on the Ed Sullivan Show and the rest, as they say, was history.

I once knew a co-worker who said he wasn't impressed by the band. He was born in the early 1960s and just didn't experience the amazing changes they caused.  The Beatles literally changed the world.",[],@paulmartos7730,2024-03-10T00:32:08Z
62 from bootle and you're there,[],@michaelfogarty5527,2024-03-09T20:33:16Z
"The Beatles knew how to have fun ,at all times.",[],@KevinJenkins-yp6vx,2024-03-09T06:55:27Z
2:47 George 😑😐,[],@acs3452,2024-03-08T17:59:13Z
Lennon's charisma is off the charts. They could have made an entire video of him silently walking down the Kings Road and it would be compelling. Mind Games a few years later took this idea and ran with it.,[],@tovip5661,2024-03-08T17:07:54Z
my friend had a cat named after this song,"['My cat had a friend named after this song', '@@g00d34 LOL', '\u200b@@g00d34very strange']",@user-zo8jk9jh6h,2024-03-08T14:35:27Z
"Penny lane there is a bar showing graphs
Over every drink the average customer has per ounce
and all the people that come and go
stop and say “oh no”
on the corner is a banker with a BMX
The full grown adults laugh behind his back
and the banker never eats some kraft
in the pouring rain
not that strange
Penny lane is in my spleen and in my lungs",[],@briangolrick4195,2024-03-08T00:48:25Z
